,dif_min,atraso_15,periodo_dia,temporada_alta
17825,-8.000000000000002,0,tarde,0
17826,13.0,0,tarde,0
17827,-4.000000000000001,0,tarde,0
17828,1.0000000000000002,0,tarde,0
17829,29.0,1,tarde,0
17830,-3.0,0,tarde,0
17831,-8.000000000000002,0,tarde,0
17832,-7.0,0,tarde,0
17833,-2.0000000000000004,0,tarde,0
17834,-8.000000000000002,0,tarde,0
17835,6.0,0,tarde,0
17836,-2.0000000000000004,0,tarde,0
17837,1.0000000000000002,0,tarde,0
17838,0.0,0,tarde,0
17839,9.0,0,tarde,0
17840,-2.0000000000000004,0,tarde,0
17841,-4.000000000000001,0,tarde,0
17842,-12.0,0,tarde,0
17843,3.0,0,tarde,0
17844,17.000000000000004,1,tarde,0
17845,2.0000000000000004,0,tarde,0
17846,-7.0,0,tarde,0
17847,-9.0,0,tarde,0
17848,-6.0,0,tarde,0
17849,0.0,0,tarde,0
17850,24.0,1,mañana,0
17851,-9.0,0,mañana,0
17852,6.0,0,mañana,0
17853,-13.0,0,mañana,0
17854,-1.0000000000000002,0,mañana,0
17855,-7.0,0,mañana,0
17856,-1.0000000000000002,0,mañana,0
17857,-2.0000000000000004,0,mañana,0
17858,0.0,0,mañana,0
17859,8.000000000000002,0,mañana,0
17860,-6.0,0,mañana,0
17861,17.000000000000004,1,mañana,0
17862,-5.0,0,mañana,0
17863,-8.000000000000002,0,mañana,0
17864,-13.0,0,mañana,0
17865,-1.0000000000000002,0,mañana,0
17866,-7.0,0,mañana,0
17867,-9.0,0,mañana,0
17868,-11.0,0,mañana,0
17869,1.0000000000000002,0,mañana,0
17870,-10.0,0,mañana,0
17871,19.0,1,tarde,0
17872,16.000000000000004,1,tarde,0
17873,20.0,1,tarde,0
17874,13.0,0,tarde,0
17875,-4.000000000000001,0,tarde,0
17876,18.0,1,tarde,0
17877,18.0,1,tarde,0
17878,1.0000000000000002,0,tarde,0
17879,0.0,0,tarde,0
17880,0.0,0,tarde,0
17881,-2.0000000000000004,0,tarde,0
17882,0.0,0,tarde,0
17883,14.0,0,tarde,0
17884,7.0,0,tarde,0
17885,8.000000000000002,0,tarde,0
17886,0.0,0,tarde,0
17887,9.0,0,tarde,0
17888,0.0,0,mañana,0
17889,14.0,0,mañana,0
17890,6.0,0,mañana,0
17891,15.0,0,mañana,0
17892,10.0,0,mañana,0
17893,1.0000000000000002,0,mañana,0
17894,15.0,0,mañana,0
17895,4.000000000000001,0,mañana,0
17896,2.0000000000000004,0,mañana,0
17897,12.0,0,mañana,0
17898,10.0,0,mañana,0
17899,14.0,0,mañana,0
17900,14.0,0,mañana,0
17901,2.0000000000000004,0,mañana,0
17902,7.0,0,mañana,0
17903,14.0,0,mañana,0
17904,6.0,0,mañana,0
17905,10.0,0,mañana,0
17906,9.0,0,mañana,0
17907,17.000000000000004,1,mañana,0
17908,16.000000000000004,1,mañana,0
17909,12.0,0,mañana,0
17910,10.0,0,mañana,0
17911,16.000000000000004,1,mañana,0
17912,2.0000000000000004,0,mañana,0
17913,9.0,0,mañana,0
17914,6.0,0,mañana,0
17915,15.0,0,mañana,0
17916,-10.0,0,noche,0
17917,-9.0,0,noche,0
17918,-14.0,0,noche,0
17919,-4.000000000000001,0,noche,0
17920,-13.0,0,noche,0
17921,-7.0,0,noche,0
17922,-14.0,0,noche,0
17923,12.0,0,noche,0
17924,0.0,0,noche,0
17925,4.000000000000001,0,noche,0
17926,-8.000000000000002,0,noche,0
17927,-10.0,0,noche,0
17928,-9.0,0,noche,0
17929,-8.000000000000002,0,noche,0
17930,1.0000000000000002,0,noche,0
17931,-7.0,0,noche,0
17932,-13.0,0,noche,0
17933,-2.0000000000000004,0,noche,0
17934,-12.0,0,noche,0
17935,-12.0,0,noche,0
17936,-10.0,0,noche,0
17937,-5.0,0,noche,0
17938,-9.0,0,noche,0
17939,-11.0,0,noche,0
17940,-8.000000000000002,0,noche,0
17941,40.0,1,noche,0
17942,7.0,0,noche,0
17943,-4.000000000000001,0,noche,0
17944,46.0,1,tarde,0
17945,4.000000000000001,0,tarde,0
17946,0.0,0,tarde,0
17947,2.0000000000000004,0,tarde,0
17948,-6.0,0,tarde,0
17949,-4.000000000000001,0,tarde,0
17950,7.0,0,tarde,0
17951,6.0,0,tarde,0
17952,1.0000000000000002,0,tarde,0
17953,12.0,0,tarde,0
17954,2.0000000000000004,0,tarde,0
17955,-1.0000000000000002,0,tarde,0
17956,9.0,0,tarde,0
17957,4.000000000000001,0,tarde,0
17958,20.0,1,tarde,0
17959,33.00000000000001,1,tarde,0
17960,-4.000000000000001,0,tarde,0
17961,9.0,0,tarde,0
17962,9.0,0,tarde,0
17963,-2.0000000000000004,0,tarde,0
17964,-2.0000000000000004,0,tarde,0
17965,3.0,0,tarde,0
17966,11.0,0,tarde,0
17967,92.0,1,tarde,0
17968,1.0000000000000002,0,tarde,0
17969,11.0,0,tarde,0
17970,1.0000000000000002,0,tarde,0
17971,11.0,0,tarde,0
17972,-5.0,0,tarde,0
17973,-1.0000000000000002,0,tarde,0
17974,12.0,0,tarde,0
17975,2.0000000000000004,0,tarde,0
17976,1.0000000000000002,0,tarde,0
17977,3.0,0,tarde,0
17978,3.0,0,tarde,0
17979,10.0,0,tarde,0
17980,-3.0,0,tarde,0
17981,4.000000000000001,0,tarde,0
17982,7.0,0,tarde,0
17983,2.0000000000000004,0,tarde,0
17984,28.0,1,tarde,0
17985,-2.0000000000000004,0,tarde,0
17986,-5.0,0,tarde,0
17987,1.0000000000000002,0,tarde,0
17988,1.0000000000000002,0,tarde,0
17989,-4.000000000000001,0,tarde,0
17990,-2.0000000000000004,0,tarde,0
17991,2.0000000000000004,0,tarde,0
17992,-1.0000000000000002,0,tarde,0
17993,4.000000000000001,0,tarde,0
17994,7.0,0,tarde,0
17995,26.0,1,tarde,0
17996,4.000000000000001,0,tarde,0
17997,-1.0000000000000002,0,tarde,0
17998,1.0000000000000002,0,mañana,0
17999,2.0000000000000004,0,mañana,0
18000,4.000000000000001,0,mañana,0
18001,7.0,0,mañana,0
18002,13.0,0,mañana,0
18003,8.000000000000002,0,mañana,0
18004,4.000000000000001,0,mañana,0
18005,15.0,0,mañana,0
18006,8.000000000000002,0,mañana,0
18007,5.0,0,mañana,0
18008,2.0000000000000004,0,mañana,0
18009,2.0000000000000004,0,mañana,0
18010,3.0,0,mañana,0
18011,-1.0000000000000002,0,mañana,0
18012,5.0,0,mañana,0
18013,15.0,0,mañana,0
18014,14.0,0,mañana,0
18015,6.0,0,mañana,0
18016,6.0,0,mañana,0
18017,12.0,0,mañana,0
18018,-3.0,0,mañana,0
18019,18.0,1,mañana,0
18020,12.0,0,mañana,0
18021,15.0,0,mañana,0
18022,5.0,0,mañana,0
18023,0.0,0,mañana,0
18024,0.0,0,mañana,0
18025,5.0,0,mañana,0
18026,11.0,0,mañana,0
18027,7.0,0,noche,0
18028,3.0,0,noche,0
18029,17.000000000000004,1,noche,0
18030,-1.0000000000000002,0,noche,0
18031,7.0,0,noche,0
18032,43.0,1,noche,0
18033,26.0,1,noche,0
18034,12.0,0,noche,0
18035,0.0,0,noche,0
18036,49.0,1,noche,0
18037,20.0,1,noche,0
18038,13.0,0,noche,0
18039,3.0,0,noche,0
18040,-2.0000000000000004,0,noche,0
18041,22.0,1,noche,0
18042,24.0,1,noche,0
18043,27.0,1,noche,0
18044,-1.0000000000000002,0,noche,0
18045,6.0,0,noche,0
18046,62.00000000000001,1,noche,0
18047,12.0,0,noche,0
18048,4.000000000000001,0,noche,0
18049,19.0,1,noche,0
18050,92.0,1,noche,0
18051,104.0,1,noche,0
18052,6.0,0,noche,0
18053,8.000000000000002,0,noche,0
18054,5.0,0,tarde,0
18055,1.0000000000000002,0,tarde,0
18056,5.0,0,tarde,0
18057,-4.000000000000001,0,tarde,0
18058,2.0000000000000004,0,tarde,0
18059,140.0,1,tarde,0
18060,0.0,0,tarde,0
18061,-3.0,0,tarde,0
18062,63.00000000000001,1,tarde,0
18063,0.0,0,tarde,0
18064,1.0000000000000002,0,tarde,0
18065,-1.0000000000000002,0,tarde,0
18066,-2.0000000000000004,0,tarde,0
18067,6.0,0,tarde,0
18068,-7.0,0,tarde,0
18069,1.0000000000000002,0,tarde,0
18070,3.0,0,tarde,0
18071,-3.0,0,tarde,0
18072,-4.000000000000001,0,tarde,0
18073,10.0,0,tarde,0
18074,7.0,0,tarde,0
18075,4.000000000000001,0,tarde,0
18076,-4.000000000000001,0,mañana,0
18077,10.0,0,mañana,0
18078,95.0,1,mañana,0
18079,-3.0,0,mañana,0
18080,4.000000000000001,0,mañana,0
18081,33.00000000000001,1,mañana,0
18082,15.0,0,mañana,0
18083,15.0,0,mañana,0
18084,27.0,1,mañana,0
18085,0.0,0,mañana,0
18086,14.0,0,mañana,0
18087,11.0,0,mañana,0
18088,11.0,0,mañana,0
18089,0.0,0,mañana,0
18090,3.0,0,mañana,0
18091,1.0000000000000002,0,mañana,0
18092,7.0,0,mañana,0
18093,24.0,1,mañana,0
18094,9.0,0,mañana,0
18095,20.0,1,mañana,0
18096,4.000000000000001,0,mañana,0
18097,13.0,0,mañana,0
18098,11.0,0,mañana,0
18099,1.0000000000000002,0,mañana,0
18100,5.0,0,mañana,0
18101,-3.0,0,mañana,0
18102,15.0,0,mañana,0
18103,65.00000000000001,1,mañana,0
18104,1.0000000000000002,0,mañana,0
18105,-3.0,0,tarde,0
18106,10.0,0,tarde,0
18107,30.0,1,tarde,0
18108,34.00000000000001,1,tarde,0
18109,15.0,0,tarde,0
18110,14.0,0,tarde,0
18111,66.00000000000001,1,tarde,0
18112,6.0,0,tarde,0
18113,12.0,0,tarde,0
18114,45.0,1,tarde,0
18115,39.0,1,tarde,0
18116,10.0,0,tarde,0
18117,13.0,0,tarde,0
18118,20.0,1,tarde,0
18119,12.0,0,tarde,0
18120,6.0,0,tarde,0
18121,11.0,0,tarde,0
18122,19.0,1,tarde,0
18123,5.0,0,tarde,0
18124,1.0000000000000002,0,tarde,0
18125,22.0,1,tarde,0
18126,16.000000000000004,1,tarde,0
18127,8.000000000000002,0,tarde,0
18128,27.0,1,tarde,0
18129,64.00000000000001,1,tarde,0
18130,55.0,1,tarde,0
18131,24.0,1,tarde,0
18132,10.0,0,tarde,0
18133,0.0,0,tarde,0
18134,-2.0000000000000004,0,mañana,0
18135,-3.0,0,mañana,0
18136,-5.0,0,mañana,0
18137,11.0,0,mañana,0
18138,15.0,0,mañana,0
18139,8.000000000000002,0,mañana,0
18140,3.0,0,mañana,0
18141,1.0000000000000002,0,mañana,0
18142,1.0000000000000002,0,mañana,0
18143,14.0,0,mañana,0
18144,15.0,0,mañana,0
18145,-2.0000000000000004,0,mañana,0
18146,40.0,1,mañana,0
18147,9.0,0,mañana,0
18148,0.0,0,mañana,0
18149,20.0,1,mañana,0
18150,3.0,0,mañana,0
18151,2.0000000000000004,0,mañana,0
18152,3.0,0,mañana,0
18153,9.0,0,mañana,0
18154,2.0000000000000004,0,mañana,0
18155,0.0,0,mañana,0
18156,5.0,0,mañana,0
18157,11.0,0,mañana,0
18158,1.0000000000000002,0,mañana,0
18159,17.000000000000004,1,mañana,0
18160,-2.0000000000000004,0,mañana,0
18161,-1.0000000000000002,0,mañana,0
18162,9.0,0,mañana,0
18163,7.0,0,mañana,0
18164,-2.0000000000000004,0,tarde,0
18165,1.0000000000000002,0,mañana,0
18166,1.0000000000000002,0,mañana,0
18167,-1.0000000000000002,0,mañana,0
18168,-3.0,0,mañana,0
18169,1.0000000000000002,0,mañana,0
18170,0.0,0,mañana,0
18171,1.0000000000000002,0,mañana,0
18172,-4.000000000000001,0,mañana,0
18173,-4.000000000000001,0,mañana,0
18174,-5.0,0,mañana,0
18175,13.0,0,mañana,0
18176,19.0,1,mañana,0
18177,9.0,0,mañana,0
18178,0.0,0,mañana,0
18179,2.0000000000000004,0,mañana,0
18180,2.0000000000000004,0,mañana,0
18181,-1.0000000000000002,0,mañana,0
18182,2.0000000000000004,0,mañana,0
18183,-6.0,0,mañana,0
18184,6.0,0,mañana,0
18185,0.0,0,mañana,0
18186,-4.000000000000001,0,mañana,0
18187,0.0,0,mañana,0
18188,20.0,1,mañana,0
18189,133.00000000000003,1,mañana,0
18190,4.000000000000001,0,mañana,0
18191,-5.0,0,mañana,0
18192,7.0,0,mañana,0
18193,-1.0000000000000002,0,mañana,0
18194,2.0000000000000004,0,mañana,0
18195,13.0,0,mañana,0
18196,1.0000000000000002,0,mañana,0
18197,3.0,0,mañana,0
18198,0.0,0,mañana,0
18199,-1.0000000000000002,0,mañana,0
18200,11.0,0,mañana,0
18201,7.0,0,mañana,0
18202,-5.0,0,mañana,0
18203,-4.000000000000001,0,mañana,0
18204,5.0,0,mañana,0
18205,0.0,0,mañana,0
18206,5.0,0,mañana,0
18207,0.0,0,mañana,0
18208,12.0,0,mañana,0
18209,-2.0000000000000004,0,mañana,0
18210,4.000000000000001,0,mañana,0
18211,21.0,1,mañana,0
18212,-1.0000000000000002,0,mañana,0
18213,-1.0000000000000002,0,mañana,0
18214,-4.000000000000001,0,mañana,0
18215,-4.000000000000001,0,mañana,0
18216,-6.0,0,mañana,0
18217,5.0,0,mañana,0
18218,32.00000000000001,1,mañana,0
18219,4.000000000000001,0,mañana,0
18220,1.0000000000000002,0,mañana,0
18221,-3.0,0,mañana,0
18222,-3.0,0,mañana,0
18223,-5.0,0,mañana,0
18224,-3.0,0,mañana,0
18225,-2.0000000000000004,0,mañana,0
18226,11.0,0,mañana,0
18227,-1.0000000000000002,0,mañana,0
18228,0.0,0,mañana,0
18229,2.0000000000000004,0,mañana,0
18230,5.0,0,mañana,0
18231,4.000000000000001,0,mañana,0
18232,-3.0,0,mañana,0
18233,-4.000000000000001,0,mañana,0
18234,8.000000000000002,0,mañana,0
18235,-1.0000000000000002,0,mañana,0
18236,4.000000000000001,0,mañana,0
18237,4.000000000000001,0,mañana,0
18238,3.0,0,mañana,0
18239,3.0,0,mañana,0
18240,-2.0000000000000004,0,mañana,0
18241,-3.0,0,mañana,0
18242,1.0000000000000002,0,mañana,0
18243,1.0000000000000002,0,mañana,0
18244,-4.000000000000001,0,mañana,0
18245,-8.000000000000002,0,mañana,0
18246,-2.0000000000000004,0,mañana,0
18247,17.000000000000004,1,mañana,0
18248,5.0,0,0,0
18249,-3.0,0,0,0
18250,0.0,0,0,0
18251,-3.0,0,0,0
18252,-6.0,0,0,0
18253,5.0,0,0,0
18254,0.0,0,tarde,0
18255,-1.0000000000000002,0,tarde,0
18256,3.0,0,tarde,0
18257,-3.0,0,tarde,0
18258,33.00000000000001,1,tarde,0
18259,-3.0,0,tarde,0
18260,-4.000000000000001,0,tarde,0
18261,-4.000000000000001,0,tarde,0
18262,-1.0000000000000002,0,tarde,0
18263,-2.0000000000000004,0,tarde,0
18264,0.0,0,tarde,0
18265,-7.0,0,tarde,0
18266,-1.0000000000000002,0,tarde,0
18267,7.0,0,tarde,0
18268,0.0,0,tarde,0
18269,-2.0000000000000004,0,mañana,0
18270,4.000000000000001,0,mañana,0
18271,-3.0,0,mañana,0
18272,-1.0000000000000002,0,mañana,0
18273,-1.0000000000000002,0,mañana,0
18274,-3.0,0,mañana,0
18275,6.0,0,mañana,0
18276,15.0,0,mañana,0
18277,-2.0000000000000004,0,mañana,0
18278,-5.0,0,mañana,0
18279,1.0000000000000002,0,mañana,0
18280,-6.0,0,mañana,0
18281,0.0,0,mañana,0
18282,41.0,1,noche,0
18283,4.000000000000001,0,tarde,0
18284,-1.0000000000000002,0,tarde,0
18285,28.0,1,tarde,0
18286,0.0,0,tarde,0
18287,-4.000000000000001,0,tarde,0
18288,2.0000000000000004,0,tarde,0
18289,-2.0000000000000004,0,tarde,0
18290,20.0,1,tarde,0
18291,-1.0000000000000002,0,tarde,0
18292,9.0,0,noche,0
18293,8.000000000000002,0,tarde,0
18294,1.0000000000000002,0,tarde,0
18295,-3.0,0,tarde,0
18296,-1.0000000000000002,0,tarde,0
18297,3.0,0,tarde,0
18298,3.0,0,tarde,0
18299,8.000000000000002,0,tarde,0
18300,9.0,0,tarde,0
18301,25.0,1,tarde,0
18302,26.0,1,tarde,0
18303,2.0000000000000004,0,tarde,0
18304,2.0000000000000004,0,tarde,0
18305,2.0000000000000004,0,tarde,0
18306,5.0,0,tarde,0
18307,1.0000000000000002,0,tarde,0
18308,-1.0000000000000002,0,mañana,0
18309,-2.0000000000000004,0,mañana,0
18310,-1.0000000000000002,0,mañana,0
18311,-2.0000000000000004,0,mañana,0
18312,101.0,1,mañana,0
18313,-2.0000000000000004,0,mañana,0
18314,-6.0,0,mañana,0
18315,8.000000000000002,0,mañana,0
18316,26.0,1,mañana,0
18317,0.0,0,mañana,0
18318,18.0,1,mañana,0
18319,16.000000000000004,1,mañana,0
18320,1.0000000000000002,0,tarde,0
18321,-7.0,0,tarde,0
18322,0.0,0,tarde,0
18323,1.0000000000000002,0,tarde,0
18324,8.000000000000002,0,tarde,0
18325,11.0,0,tarde,0
18326,5.0,0,tarde,0
18327,26.0,1,tarde,0
18328,-3.0,0,tarde,0
18329,-1.0000000000000002,0,tarde,0
18330,111.0,1,tarde,0
18331,2.0000000000000004,0,tarde,0
18332,-1.0000000000000002,0,tarde,0
18333,-4.000000000000001,0,tarde,0
18334,-3.0,0,tarde,0
18335,0.0,0,tarde,0
18336,5.0,0,tarde,0
18337,10.0,0,tarde,0
18338,24.0,1,tarde,0
18339,4.000000000000001,0,tarde,0
18340,-2.0000000000000004,0,tarde,0
18341,-2.0000000000000004,0,tarde,0
18342,-3.0,0,tarde,0
18343,-2.0000000000000004,0,tarde,0
18344,4.000000000000001,0,mañana,0
18345,-4.000000000000001,0,mañana,0
18346,5.0,0,mañana,0
18347,5.0,0,mañana,0
18348,-2.0000000000000004,0,mañana,0
18349,-2.0000000000000004,0,mañana,0
18350,-1.0000000000000002,0,mañana,0
18351,-3.0,0,mañana,0
18352,-2.0000000000000004,0,mañana,0
18353,16.000000000000004,1,mañana,0
18354,-2.0000000000000004,0,mañana,0
18355,-5.0,0,mañana,0
18356,-1.0000000000000002,0,mañana,0
18357,-4.000000000000001,0,mañana,0
18358,1.0000000000000002,0,mañana,0
18359,-5.0,0,mañana,0
18360,-3.0,0,mañana,0
18361,-3.0,0,mañana,0
18362,0.0,0,mañana,0
18363,-3.0,0,mañana,0
18364,-2.0000000000000004,0,mañana,0
18365,-2.0000000000000004,0,mañana,0
18366,36.0,1,mañana,0
18367,-3.0,0,mañana,0
18368,-3.0,0,mañana,0
18369,-4.000000000000001,0,mañana,0
18370,1.0000000000000002,0,mañana,0
18371,-9.0,0,mañana,0
18372,-3.0,0,tarde,0
18373,12.0,0,mañana,0
18374,-7.0,0,tarde,0
18375,8.000000000000002,0,tarde,0
18376,-1.0000000000000002,0,tarde,0
18377,-5.0,0,tarde,0
18378,5.0,0,mañana,0
18379,-2.0000000000000004,0,tarde,0
18380,44.0,1,tarde,0
18381,-10.0,0,tarde,0
18382,-2.0000000000000004,0,tarde,0
18383,11.0,0,mañana,0
18384,1.0000000000000002,0,tarde,0
18385,24.0,1,tarde,0
18386,6.0,0,tarde,0
18387,-3.0,0,tarde,0
18388,30.0,1,mañana,0
18389,13.0,0,tarde,0
18390,9.0,0,tarde,0
18391,-8.000000000000002,0,tarde,0
18392,-2.0000000000000004,0,tarde,0
18393,0.0,0,tarde,0
18394,49.0,1,tarde,0
18395,0.0,0,noche,0
18396,18.0,1,tarde,0
18397,10.0,0,tarde,0
18398,-1.0000000000000002,0,tarde,0
18399,-2.0000000000000004,0,tarde,0
18400,8.000000000000002,0,tarde,0
18401,5.0,0,tarde,0
18402,8.000000000000002,0,tarde,0
18403,-3.0,0,tarde,0
18404,4.000000000000001,0,tarde,0
18405,17.000000000000004,1,tarde,0
18406,80.0,1,tarde,0
18407,-1.0000000000000002,0,tarde,0
18408,6.0,0,tarde,0
18409,24.0,1,tarde,0
18410,12.0,0,tarde,0
18411,3.0,0,tarde,0
18412,34.00000000000001,1,tarde,0
18413,2.0000000000000004,0,tarde,0
18414,18.0,1,tarde,0
18415,7.0,0,tarde,0
18416,10.0,0,tarde,0
18417,7.0,0,tarde,0
18418,72.0,1,tarde,0
18419,45.0,1,tarde,0
18420,2.0000000000000004,0,mañana,0
18421,2.0000000000000004,0,mañana,0
18422,36.0,1,mañana,0
18423,1.0000000000000002,0,mañana,0
18424,-4.000000000000001,0,mañana,0
18425,11.0,0,mañana,0
18426,-1.0000000000000002,0,mañana,0
18427,-2.0000000000000004,0,mañana,0
18428,-4.000000000000001,0,mañana,0
18429,0.0,0,mañana,0
18430,-3.0,0,mañana,0
18431,-4.000000000000001,0,mañana,0
18432,-5.0,0,mañana,0
18433,4.000000000000001,0,mañana,0
18434,-7.0,0,mañana,0
18435,2.0000000000000004,0,mañana,0
18436,4.000000000000001,0,mañana,0
18437,-6.0,0,mañana,0
18438,2.0000000000000004,0,mañana,0
18439,2.0000000000000004,0,mañana,0
18440,-2.0000000000000004,0,mañana,0
18441,5.0,0,mañana,0
18442,4.000000000000001,0,mañana,0
18443,28.0,1,mañana,0
18444,-11.0,0,mañana,0
18445,-4.000000000000001,0,mañana,0
18446,-5.0,0,mañana,0
18447,-2.0000000000000004,0,mañana,0
18448,55.0,1,mañana,0
18449,4.000000000000001,0,tarde,0
18450,11.0,0,mañana,0
18451,0.0,0,mañana,0
18452,-3.0,0,mañana,0
18453,-3.0,0,mañana,0
18454,3.0,0,mañana,0
18455,6.0,0,mañana,0
18456,12.0,0,mañana,0
18457,-6.0,0,mañana,0
18458,-3.0,0,mañana,0
18459,65.00000000000001,1,mañana,0
18460,-4.000000000000001,0,mañana,0
18461,6.0,0,mañana,0
18462,23.0,1,mañana,0
18463,-2.0000000000000004,0,mañana,0
18464,10.0,0,mañana,0
18465,17.000000000000004,1,mañana,0
18466,-4.000000000000001,0,mañana,0
18467,28.0,1,mañana,0
18468,17.000000000000004,1,mañana,0
18469,20.0,1,mañana,0
18470,1.0000000000000002,0,mañana,0
18471,-2.0000000000000004,0,mañana,0
18472,0.0,0,mañana,0
18473,-4.000000000000001,0,mañana,0
18474,-2.0000000000000004,0,tarde,0
18475,0.0,0,tarde,0
18476,3.0,0,tarde,0
18477,0.0,0,tarde,0
18478,-1.0000000000000002,0,tarde,0
18479,-3.0,0,tarde,0
18480,-1.0000000000000002,0,tarde,0
18481,-1.0000000000000002,0,tarde,0
18482,20.0,1,tarde,0
18483,-4.000000000000001,0,tarde,0
18484,17.000000000000004,1,tarde,0
18485,7.0,0,noche,0
18486,9.0,0,noche,0
18487,-8.000000000000002,0,noche,0
18488,5.0,0,noche,0
18489,-7.0,0,noche,0
18490,0.0,0,noche,0
18491,-1.0000000000000002,0,noche,0
18492,-5.0,0,noche,0
18493,6.0,0,noche,0
18494,19.0,1,noche,0
18495,2.0000000000000004,0,noche,0
18496,-1.0000000000000002,0,noche,0
18497,10.0,0,noche,0
18498,2.0000000000000004,0,noche,0
18499,0.0,0,noche,0
18500,10.0,0,noche,0
18501,-3.0,0,noche,0
18502,6.0,0,noche,0
18503,36.0,1,noche,0
18504,78.0,1,noche,0
18505,18.0,1,noche,0
18506,-5.0,0,noche,0
18507,-3.0,0,noche,0
18508,-4.000000000000001,0,noche,0
18509,9.0,0,noche,0
18510,-5.0,0,tarde,0
18511,12.0,0,tarde,0
18512,29.0,1,tarde,0
18513,-4.000000000000001,0,noche,0
18514,-4.000000000000001,0,tarde,0
18515,42.0,1,tarde,0
18516,3.0,0,mañana,0
18517,-6.0,0,mañana,0
18518,4.000000000000001,0,mañana,0
18519,-3.0,0,mañana,0
18520,11.0,0,mañana,0
18521,-2.0000000000000004,0,mañana,0
18522,10.0,0,mañana,0
18523,-11.0,0,mañana,0
18524,2.0000000000000004,0,mañana,0
18525,3.0,0,mañana,0
18526,11.0,0,mañana,0
18527,-3.0,0,mañana,0
18528,18.0,1,mañana,0
18529,1.0000000000000002,0,mañana,0
18530,-2.0000000000000004,0,mañana,0
18531,1.0000000000000002,0,mañana,0
18532,-5.0,0,mañana,0
18533,-5.0,0,mañana,0
18534,1.0000000000000002,0,mañana,0
18535,-4.000000000000001,0,mañana,0
18536,12.0,0,mañana,0
18537,16.000000000000004,1,mañana,0
18538,-2.0000000000000004,0,mañana,0
18539,-4.000000000000001,0,mañana,0
18540,2.0000000000000004,0,mañana,0
18541,-5.0,0,mañana,0
18542,15.0,0,tarde,0
18543,-4.000000000000001,0,tarde,0
18544,5.0,0,tarde,0
18545,-2.0000000000000004,0,tarde,0
18546,-1.0000000000000002,0,tarde,0
18547,0.0,0,tarde,0
18548,-6.0,0,tarde,0
18549,14.0,0,tarde,0
18550,-1.0000000000000002,0,tarde,0
18551,-6.0,0,tarde,0
18552,-1.0000000000000002,0,tarde,0
18553,18.0,1,tarde,0
18554,2.0000000000000004,0,tarde,0
18555,-1.0000000000000002,0,tarde,0
18556,-4.000000000000001,0,tarde,0
18557,-12.0,0,tarde,0
18558,0.0,0,tarde,0
18559,-2.0000000000000004,0,tarde,0
18560,-6.0,0,tarde,0
18561,17.000000000000004,1,tarde,0
18562,8.000000000000002,0,tarde,0
18563,-3.0,0,tarde,0
18564,-2.0000000000000004,0,tarde,0
18565,14.0,0,tarde,0
18566,18.0,1,tarde,0
18567,3.0,0,mañana,0
18568,-1.0000000000000002,0,mañana,0
18569,-1.0000000000000002,0,mañana,0
18570,-14.0,0,mañana,0
18571,0.0,0,mañana,0
18572,0.0,0,mañana,0
18573,-3.0,0,mañana,0
18574,-1.0000000000000002,0,0,0
18575,10.0,0,mañana,0
18576,8.000000000000002,0,mañana,0
18577,-1.0000000000000002,0,mañana,0
18578,0.0,0,0,0
18579,-1.0000000000000002,0,mañana,0
18580,1.0000000000000002,0,mañana,0
18581,-4.000000000000001,0,mañana,0
18582,-2.0000000000000004,0,mañana,0
18583,-7.0,0,0,0
18584,8.000000000000002,0,mañana,0
18585,1.0000000000000002,0,mañana,0
18586,-8.000000000000002,0,mañana,0
18587,-1.0000000000000002,0,mañana,0
18588,16.000000000000004,1,tarde,0
18589,121.0,1,noche,0
18590,-6.0,0,noche,0
18591,34.00000000000001,1,noche,0
18592,-2.0000000000000004,0,noche,0
18593,-4.000000000000001,0,noche,0
18594,0.0,0,noche,0
18595,-2.0000000000000004,0,noche,0
18596,14.0,0,noche,0
18597,-6.0,0,noche,0
18598,14.0,0,noche,0
18599,4.000000000000001,0,noche,0
18600,1.0000000000000002,0,noche,0
18601,-3.0,0,noche,0
18602,3.0,0,noche,0
18603,7.0,0,noche,0
18604,2.0000000000000004,0,noche,0
18605,8.000000000000002,0,noche,0
18606,82.0,1,noche,0
18607,26.0,1,noche,0
18608,17.000000000000004,1,noche,0
18609,0.0,0,noche,0
18610,8.000000000000002,0,noche,0
18611,1.0000000000000002,0,noche,0
18612,-1.0000000000000002,0,noche,0
18613,-3.0,0,mañana,0
18614,9.0,0,mañana,0
18615,14.0,0,mañana,0
18616,-5.0,0,mañana,0
18617,6.0,0,mañana,0
18618,8.000000000000002,0,mañana,0
18619,-2.0000000000000004,0,mañana,0
18620,-2.0000000000000004,0,mañana,0
18621,-2.0000000000000004,0,mañana,0
18622,4.000000000000001,0,mañana,0
18623,-3.0,0,mañana,0
18624,-4.000000000000001,0,mañana,0
18625,15.0,0,mañana,0
18626,7.0,0,mañana,0
18627,0.0,0,mañana,0
18628,-1.0000000000000002,0,mañana,0
18629,2.0000000000000004,0,mañana,0
18630,-3.0,0,mañana,0
18631,20.0,1,mañana,0
18632,2.0000000000000004,0,mañana,0
18633,3.0,0,mañana,0
18634,-8.000000000000002,0,mañana,0
18635,6.0,0,mañana,0
18636,29.0,1,mañana,0
18637,0.0,0,mañana,0
18638,-1.0000000000000002,0,mañana,0
18639,-5.0,0,mañana,0
